Date,State,County,Species,Strain
08/10/2022,Utah,Box Elder,Northern shoveler,EA H5N1
08/10/2022,Utah,Box Elder,Green-winged teal,EA/AM H5N1
08/10/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/10/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/10/2022,Michigan,Antrim,Bald eagle,EA/AM H5N1
08/10/2022,Alaska,Southeast Fairbanks,Mallard,EA H5N1
08/10/2022,Oregon,Columbia,Mallard,EA H5N1
08/10/2022,Michigan,Delta,Bald eagle,EA H5N1
08/10/2022,Utah,Box Elder,Northern shoveler,EA H5
08/10/2022,Utah,Box Elder,Mallard,EA H5N1
08/10/2022,Utah,Box Elder,Mallard,EA H5N1
08/10/2022,Utah,Box Elder,Mallard,EA H5
08/09/2022,California,Sacramento,Canada goose,EA H5N1
08/09/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/09/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/09/2022,Alaska,Nome,Glaucous gull,EA H5N1
08/09/2022,Oregon,Harney,Great horned owl,EA/AM H5N1
08/09/2022,Alaska,Southeast Fairbanks,Mallard,EA/AM H5N1
08/08/2022,California,Stanislaus,Canada goose,EA/AM H5N1
08/08/2022,California,Stanislaus,Canada goose,EA/AM H5N1
08/08/2022,California,Stanislaus,Muscovy duck,EA/AM H5N1
08/08/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/08/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/08/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/08/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/08/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/08/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/08/2022,Oregon,Multnomah,American white pelican,EA H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA H5N1
08/08/2022,South Carolina,Richland,Black vulture,EA/AM H5N1
08/08/2022,South Carolina,Richland,Black vulture,EA/AM H5N1
08/08/2022,Nevada,Churchill,Mallard,EA/AM H5N1
08/08/2022,Alaska,Southeast Fairbanks,Mallard,EA/AM H5N1
08/07/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/06/2022,Florida,Orange,Mallard,EA/AM H5N1
08/05/2022,California,Mendocino,Wood duck,EA/AM H5N1
08/05/2022,California,Santa Clara,Canada goose,EA/AM H5N1
08/05/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/05/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/05/2022,Michigan,Ingham,Mallard,EA/AM H5N1
08/05/2022,Michigan,Ingham,Mallard,EA/AM H5N1
08/05/2022,Michigan,Ingham,Mallard,EA/AM H5N1
08/05/2022,Michigan,Ingham,Mallard,EA H5N1
08/05/2022,Michigan,Ingham,Mallard,EA/AM H5N1
08/05/2022,Michigan,Ingham,Mallard,EA H5N1
08/05/2022,Michigan,Ingham,Mallard,EA/AM H5N1
08/05/2022,Michigan,Ingham,Mallard,EA H5
08/05/2022,Michigan,Ingham,Mallard,EA/AM H5N1
08/05/2022,Michigan,Ingham,Mallard,EA H5N1
08/05/2022,Michigan,Ingham,Mallard,EA H5N1
08/05/2022,Michigan,Ingham,Mallard,EA H5
08/05/2022,Michigan,Ingham,Mallard,EA H5N1
08/05/2022,Michigan,Ingham,Mallard,EA H5
08/05/2022,Michigan,Ingham,Mallard,EA H5N1
08/05/2022,Michigan,Ingham,Mallard,EA/AM H5N1
08/05/2022,Oregon,Clatsop,Canada goose,EA H5N1
08/04/2022,Florida,Orange,Black vulture,EA H5N1
08/04/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/04/2022,Florida,Orange,Black vulture,EA/AM H5N1
08/04/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/04/2022,Oregon,Crook,American white pelican,EA H5N1
08/04/2022,Oregon,Crook,Canada goose,EA H5N1
08/04/2022,Oregon,Crook,Mallard,EA H5N1
08/04/2022,Oregon,Washington,Canada goose,EA H5N1
08/03/2022,California,Sonoma,Turkey vulture,EA/AM H5N1
08/03/2022,California,Sonoma,Turkey vulture,EA/AM H5N1
08/03/2022,California,Sonoma,Turkey vulture,EA/AM H5N1
08/03/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/03/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/03/2022,Oregon,Washington,Canada goose,EA H5N1
08/03/2022,Michigan,Clinton,Sandhill crane,EA H5
08/02/2022,New Jersey,Sussex,Black vulture,EA H5N1
08/02/2022,New Jersey,Sussex,Black vulture,EA/AM H5N1
08/02/2022,New Jersey,Sussex,Black vulture,EA/AM H5N1
08/02/2022,New Jersey,Sussex,Black vulture,EA/AM H5N1
08/02/2022,New Jersey,Sussex,Black vulture,EA/AM H5N1
08/02/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/02/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/02/2022,Utah,Weber,Gull (unidentified),EA/AM H5N1
08/01/2022,California,Butte,American white pelican,EA H5N1
08/01/2022,California,Sacramento,Canada goose,EA/AM H5N1
08/01/2022,Florida,Brevard,Black vulture,EA/AM H5N1
08/01/2022,Oregon,Washington,Canada goose,EA H5N1
08/01/2022,Georgia,Tattnall,Black vulture,EA H5N1
07/31/2022,Florida,Orange,Black vulture,EA/AM H5N1
07/31/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/31/2022,Alaska,North Slope,Common raven,EA H5N1
07/30/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/30/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/30/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/30/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/30/2022,Washington,Clallam,Bald eagle,EA H5N1
07/30/2022,Washington,Kitsap,Canada goose,EA H5N1
07/30/2022,Oregon,Multnomah,Red-tailed hawk,EA H5N1
07/30/2022,California,Solano,Canada goose,EA/AM H5N1
07/29/2022,California,Placer,Canada goose,EA/AM H5N1
07/29/2022,Washington,Jefferson,Bald eagle,EA/AM H5N1
07/28/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/28/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/27/2022,California,Colusa,American white pelican,EA H5N1
07/27/2022,Colorado,Mesa,Wood duck,EA/AM H5N1
07/27/2022,Oregon,Harney,American wigeon,EA/AM H5N1
07/27/2022,California,Plumas,American white pelican,EA/AM H5N1
07/27/2022,Alaska,Matanuska-Susitna,Mallard,EA/AM H5N1
07/27/2022,Florida,Orange,Black vulture,EA H5N1
07/27/2022,Washington,Benton,Caspian tern,EA/AM H5N1
07/27/2022,Washington,Benton,Caspian tern,EA/AM H5N1
07/27/2022,Oregon,Washington,Canada goose,EA H5N1
07/27/2022,Michigan,Mackinac,Caspian tern,EA H5N1
07/27/2022,Oregon,Harney,Cinnamon teal,EA H5N1
07/26/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/26/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/26/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/26/2022,California,Solano,American white pelican,EA H5N1
07/26/2022,California,Solano,American white pelican,EA H5N1
07/26/2022,California,Solano,Mute swan,EA/AM H5N1
07/25/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/25/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/25/2022,California,Sacramento,Canada goose,EA/AM H5N1
07/25/2022,North Dakota,Grand Forks,American white pelican,EA H5N1
07/25/2022,Washington,Whitman,Turkey vulture,EA H5N1
07/25/2022,Washington,Whitman,Turkey vulture,EA H5N1
07/25/2022,Washington,Whitman,Turkey vulture,EA H5N1
07/23/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/23/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/23/2022,Minnesota,Polk,Bald eagle,EA H5N1
07/22/2022,Oregon,Clackamas,Bald eagle,EA H5N1
07/22/2022,Nevada,Douglas,Great horned owl,EA/AM H5N1
07/22/2022,California,Sacramento,Bald eagle,EA/AM H5N1
07/21/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/21/2022,Oregon,Multnomah,Mallard,EA H5N1
07/21/2022,Oregon,Clackamas,Bald eagle,EA H5N1
07/21/2022,Wisconsin,La Crosse,Mallard,EA H5N1
07/21/2022,Florida,Seminole,Black vulture,EA/AM H5N1
07/20/2022,Alaska,North Slope,Common raven,EA H5N1
07/20/2022,Alaska,North Slope,Common raven,EA/AM H5N1
07/20/2022,Florida,Orange,Black vulture,EA/AM H5N1
07/20/2022,California,Sonoma,Canada goose,EA/AM H5N1
07/20/2022,California,Sonoma,Canada goose,EA/AM H5N1
07/20/2022,California,Sonoma,Canada goose,EA/AM H5N1
07/20/2022,Maine,Hancock,Canada goose,EA H5N1
07/20/2022,Maine,Washington,Common tern,EA H5N1
07/19/2022,Alaska,North Slope,Snowy owl,EA/AM H5N1
07/19/2022,Washington,Yakima,Goose (unidentified),EA/AM H5N1
07/19/2022,California,Colusa,American white pelican,EA/AM H5N1
07/19/2022,California,Glenn,American white pelican,EA/AM H5N1
07/19/2022,California,Glenn,Wood duck,EA/AM H5N1
07/19/2022,California,Glenn,Canada goose,EA H5N1
07/19/2022,Minnesota,Marshall,American white pelican,EA/AM H5N1
07/19/2022,Virginia,Chesterfield,Bald eagle,EA H5N1
07/18/2022,New York,Oneida,Canada goose,EA/AM H5N1
07/18/2022,New York,Oneida,Canada goose,EA H5N1
07/17/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/15/2022,Florida,Volusia,Black vulture,EA/AM H5N1
07/15/2022,Florida,Volusia,Black vulture,EA/AM H5N1
07/15/2022,Alaska,North Slope,Glaucous gull,EA/AM H5N1
07/14/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/14/2022,Oregon,Deschutes,Canada goose,EA/AM H5N1
07/14/2022,Oregon,Klamath,Great horned owl,EA/AM H5N1
07/14/2022,California,Sonoma,Canada goose,EA/AM H5N1
07/14/2022,California,Sonoma,Canada goose,EA/AM H5N1
07/14/2022,California,Siskiyou,Canada goose,EA/AM H5N1
07/14/2022,Massachusetts,Barnstable,Herring gull,EA H5N1
07/14/2022,Massachusetts,Essex,Canada goose,EA H5N1
07/13/2022,New York,Onondaga,Bald eagle,EA/AM H5N1
07/13/2022,Oregon,Lane,Canada goose,EA H5N1
07/13/2022,Massachusetts,Plymouth,Great black-backed gull,EA H5N1
07/13/2022,Washington,King,Canada goose,EA H5N1
07/13/2022,Washington,Kitsap,Canada goose,EA/AM H5N1
07/12/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/12/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/12/2022,Utah,Salt Lake,Swainson's hawk,EA/AM H5N1
07/12/2022,Alaska,Kenai Peninsula,Tree swallow,EA H5N1
07/12/2022,Oregon,Multnomah,Bald eagle,EA H5N1
07/12/2022,Alaska,North Slope,glaucous gull,EA H5N1
07/11/2022,Oregon,Deschutes,Canada goose,EA H5N1
07/10/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/10/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/10/2022,Maine,York,Peregrine falcon,EA H5N1
07/10/2022,Idaho,Boundary,Bald eagle,EA H5N1
07/09/2022,Florida,Brevard,Black vulture,EA H5N1
07/09/2022,Oregon,Washington,Canada goose,EA H5N1
07/08/2022,Pennsylvania,Montgomery,Black vulture,EA/AM H5N1
07/08/2022,Pennsylvania,Montgomery,Black vulture,EA/AM H5N1
07/08/2022,Pennsylvania,Montgomery,Black vulture,EA/AM H5N1
07/08/2022,Alaska,Northwest Arctic,Common raven,EA/AM H5N1
07/08/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/08/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/08/2022,New York,Dutchess,Bald eagle,EA H5N1
07/08/2022,Oregon,Lane,Canada goose,EA/AM H5N1
07/07/2022,Florida,Alachua,Black vulture,EA/AM H5N1
07/07/2022,New York,Jefferson,Caspian tern,EA/AM H5N1
07/07/2022,New York,Jefferson,Herring gull,EA/AM H5N1
07/07/2022,Minnesota,Ramsey,Peregrine falcon,EA H5N1
07/06/2022,Montana,Flathead,Bald eagle,EA/AM H5N1
07/06/2022,Oregon,Benton,Red-tailed hawk,EA/AM H5N1
07/06/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/05/2022,California,Glenn,Canada goose,EA/AM H5N1
07/05/2022,California,Colusa,Canada goose,EA/AM H5N1
07/05/2022,California,Colusa,American white pelican,EA/AM H5N1
07/05/2022,Oregon,Benton,Canada goose,EA/AM H5N1
07/05/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/05/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/05/2022,Utah,Weber,Swainson's hawk,EA/AM H5N1
07/04/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/04/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/04/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/03/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/02/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/02/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/02/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/01/2022,Oregon,Benton,Canada goose,EA/AM H5N1
07/01/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/01/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/01/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/01/2022,Florida,Brevard,Black vulture,EA/AM H5N1
07/01/2022,Iowa,Clinton,American white pelican,EA/AM H5N1
07/01/2022,Iowa,Clinton,American white pelican,EA/AM H5N1
07/01/2022,Illinois,Carroll,American white pelican,EA/AM H5N1
07/01/2022,Illinois,Carroll,American white pelican,EA H5N1
07/01/2022,Alaska,North Slope,Glaucous gull,EA/AM H5N1
06/30/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/30/2022,Alaska,North Slope,Parasitic jaeger,EA/AM H5N1
06/30/2022,Michigan,Cass,Bald eagle,EA/AM H5N1
06/30/2022,Michigan,Branch,Red-tailed hawk,EA/AM H5N1
06/30/2022,Georgia,Dougherty,Black vulture,EA/AM H5N1
06/30/2022,Virginia,Loudoun,Black vulture,EA/AM H5N1
06/30/2022,Virginia,Loudoun,Black vulture,EA/AM H5N1
06/30/2022,Virginia,Loudoun,Black vulture,EA/AM H5N1
06/29/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/29/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/29/2022,Massachusetts,Essex,Common eider,EA H5N1
06/29/2022,Massachusetts,Barnstable,Great black-backed gull,EA H5N1
06/29/2022,Massachusetts,Barnstable,Common eider,EA H5N1
06/29/2022,Massachusetts,Barnstable,Common eider,EA H5N1
06/29/2022,Massachusetts,Barnstable,Great black-backed gull,EA H5N1
06/29/2022,Massachusetts,Barnstable,Common eider,EA H5N1
06/29/2022,Massachusetts,Barnstable,Herring gull,EA H5N1
06/29/2022,Massachusetts,Barnstable,Double-crested cormorant,EA H5N1
06/29/2022,New Hampshire,Rockingham,Ring-billed gull,EA H5N1
06/29/2022,New Hampshire,Rockingham,Great black-backed gull,EA H5N1
06/29/2022,New Hampshire,Rockingham,Common eider,EA H5N1
06/29/2022,New Hampshire,Rockingham,Great black-backed gull,EA H5N1
06/29/2022,New Hampshire,Grafton,Herring gull,EA H5N1
06/28/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/28/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/28/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/28/2022,Maine,Hancock,Common eider,EA H5N1
06/28/2022,Maine,Hancock,Herring gull,EA H5N1
06/28/2022,Maine,Washington,Common eider,EA H5N1
06/28/2022,Maine,Hancock,Herring gull,EA H5N1
06/28/2022,Maine,Hancock,Gull (unidentified),EA H5N1
06/28/2022,Maine,Washington,Great black-backed gull,EA H5N1
06/28/2022,Maine,Hancock,Great black-backed gull,EA H5N1
06/28/2022,Maine,Hancock,Double-crested cormorant,EA H5N1
06/28/2022,Maine,Hancock,Great black-backed gull,EA H5N1
06/28/2022,Maine,Knox,Common tern,EA H5N1
06/28/2022,Maine,Hancock,Great black-backed gull,EA H5N1
06/28/2022,Maine,Knox,Arctic tern,EA H5N1
06/28/2022,Maine,Hancock,Common eider,EA H5N1
06/28/2022,Maine,Knox,Great black-backed gull,EA H5N1
06/28/2022,Maine,Hancock,Great black-backed gull,EA H5N1
06/28/2022,Maine,Hancock,Herring gull,EA H5N1
06/28/2022,Maine,Hancock,Great black-backed gull,EA H5N1
06/28/2022,Indiana,Marion,Canada goose,EA H5N1
06/27/2022,Michigan,Grand Traverse,Bald eagle,EA H5N1
06/27/2022,Oregon,Multnomah,Canada goose,EA H5N1
06/27/2022,Oregon,Multnomah,Great blue heron,EA/AM H5N1
06/27/2022,Idaho,Ada,Canada goose,EA H5N1
06/26/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/26/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/26/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/26/2022,Alaska,North Slope,Common raven,EA/AM H5N1
06/26/2022,Alaska,North Slope,Common raven,EA/AM H5N1
06/26/2022,Alaska,North Slope,Common raven,EA H5N1
06/26/2022,Alaska,North Slope,Common raven,EA/AM H5N1
06/26/2022,Massachusetts,Plymouth,Peregrine falcon,EA H5N1
06/26/2022,Massachusetts,Suffolk,Osprey,EA H5N1
06/26/2022,Massachusetts,Plymouth,Great horned owl,EA H5N1
06/26/2022,Massachusetts,Suffolk,Great horned owl,EA H5N1
06/26/2022,Massachusetts,Essex,Canada goose,EA/AM H5N1
06/26/2022,Massachusetts,Essex,Bald eagle,EA H5N1
06/26/2022,Massachusetts,Worcester,Canada goose,EA/AM H5N1
06/26/2022,Massachusetts,Essex,Peregrine Falcon,EA/AM H5N1
06/26/2022,Massachusetts,Plymouth,Mute swan,EA/AM H5N1
06/26/2022,Massachusetts,Plymouth,Common eider,EA H5N1
06/25/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/25/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/24/2022,Maine,York,Great black-backed gull,EA H5N1
06/24/2022,Maine,York,Common eider,EA H5N1
06/24/2022,Maine,York,Northern gannet,EA H5N1
06/24/2022,Maine,York,Great black-backed gull,EA H5N1
06/24/2022,Maine,York,Great black-backed gull,EA H5N1
06/24/2022,Maine,York,Herring gull,EA H5N1
06/24/2022,Maine,York,Common eider,EA H5N1
06/24/2022,Maine,York,Common eider,EA H5N1
06/24/2022,Maine,York,Herring gull,EA H5N1
06/23/2022,Rhode Island,Washington,Great black-backed gull,EA H5N1
06/23/2022,Oregon,Union,Canada goose,EA/AM H5N1
06/23/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/23/2022,Idaho,Ada,Canada goose,EA H5N1
06/23/2022,Indiana,Marion,Barred owl,EA/AM H5N1
06/23/2022,Indiana,Marion,Eastern screech owl,EA/AM H5N1
06/23/2022,Maine,York,Common tern,EA H5N1
06/23/2022,Maine,York,Common tern,EA H5N1
06/22/2022,Florida,Pinellas,Great horned owl,EA/AM H5N1
06/22/2022,Alaska,Bethel,Parasitic jaeger,EA/AM H5N1
06/22/2022,Alaska,Bethel,Arctic tern,EA/AM H5N1
06/22/2022,Alaska,Bethel,Gull (unidentified),EA H5N1
06/22/2022,Alaska,North Slope,Brant,EA/AM H5N1
06/22/2022,Massachusetts,Plymouth,Bald eagle,EA H5N1
06/21/2022,New York,St. Lawrence,Turkey vulture,EA/AM H5N1
06/21/2022,New York,St. Lawrence,Turkey vulture,EA/AM H5N1
06/21/2022,New York,St. Lawrence,Turkey vulture,EA/AM H5N1
06/21/2022,New York,Seneca,Eastern screech owl,EA H5N1
06/21/2022,Missouri,Jackson,Gadwall,EA/AM H5N1
06/21/2022,Minnesota,Mille Lacs,Pelican (unidentified),EA H5N1
06/20/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/20/2022,Minnesota,Carver,Trumpeter swan,EA H5N1
06/20/2022,Alaska,Ketchikan Gateway,Bald eagle,EA H5N1
06/19/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/18/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/18/2022,Florida,Palm Beach,Black vulture,EA/AM H5N1
06/17/2022,Michigan,Delta,Double-crested cormorant,EA H5N1
06/17/2022,Minnesota,Roseau,Bald eagle,EA/AM H5N1
06/16/2022,Alaska,Bethel,Dunlin,EA H5N1
06/16/2022,North Dakota,Stutsman,Eared grebe,EA/AM H5N1
06/16/2022,North Dakota,Stutsman,Eared grebe,EA/AM H5N1
06/15/2022,Wisconsin,Milwaukee,Bald eagle,EA H5N1
06/15/2022,Washington,King,Bald eagle,EA H5N1
06/15/2022,Washington,Island,Trumpeter swan,EA H5N1
06/14/2022,Michigan,Alger,Great horned owl,EA/AM H5N1
06/14/2022,Michigan,Dickinson,Wood duck,EA/AM H5N1
06/14/2022,Michigan,Delta,Bald eagle,EA H5N1
06/14/2022,Michigan,Mackinac,Bald eagle,EA H5N1
06/14/2022,Michigan,Delta,Bald eagle,EA/AM H5N1
06/14/2022,Michigan,Baraga,Bald eagle,EA/AM H5N1
06/14/2022,Michigan,Delta,Bald eagle,EA H5N1
06/14/2022,Michigan,Muskegon,Double-crested cormorant,EA/AM H5N1
06/14/2022,Alaska,Anchorage,Short-billed gull,EA H5N1
06/14/2022,Alaska,Kusilvak,Sandhill crane,EA/AM H5N1
06/14/2022,Florida,Brevard,American wood stork,EA/AM H5N1
06/14/2022,Florida,Brevard,Black vulture,EA/AM H5N1
06/14/2022,Florida,Palm Beach,Heron (unidentified),EA/AM H5N1
06/14/2022,Florida,Pinellas,Great horned owl,EA/AM H5N1
06/14/2022,New York,Livingston,Turkey vulture,EA/AM H5N1
06/14/2022,Pennsylvania,Crawford,Red-tailed hawk,EA/AM H5N1
06/14/2022,Indiana,Hancock,Canada goose,EA/AM H5N1
06/13/2022,Oregon,Marion,Mallard,EA/AM H5N1
06/13/2022,New Jersey,Salem,Black vulture,EA/AM H5N1
06/13/2022,Massachusetts,Essex,Common eider,EA H5N1
06/13/2022,Massachusetts,Essex,Common eider,EA H5N1
06/13/2022,Massachusetts,Essex,Common eider,EA H5N1
06/13/2022,Massachusetts,Essex,Common eider,EA H5N1
06/13/2022,Massachusetts,Essex,Common eider,EA H5N1
06/12/2022,Oregon,Marion,Canada goose,EA H5N1
06/12/2022,Maine,Sagadahoc,Common eider,EA H5N1
06/12/2022,Maine,Sagadahoc,Common eider,EA H5N1
06/11/2022,Florida,Orange,Black vulture,EA/AM H5N1
06/11/2022,Florida,Pinellas,Great horned owl,EA/AM H5N1
06/11/2022,Washington,Pierce,Great horned owl,EA H5N1
06/11/2022,Michigan,Mecosta,Bald eagle,EA H5N1
06/10/2022,Oregon,Marion,Canada goose,EA/AM H5N1
06/10/2022,Pennsylvania,Dauphin,Black vulture,EA/AM H5N1
06/10/2022,Pennsylvania,Dauphin,Black vulture,EA/AM H5N1
06/10/2022,Pennsylvania,Dauphin,Black vulture,EA/AM H5N1
06/10/2022,Washington,Yakima,Red-tailed hawk,EA H5N1
06/10/2022,Washington,Yakima,Red-tailed hawk,EA H5N1
06/10/2022,Washington,Yakima,Red-tailed hawk,EA H5N1
06/10/2022,Massachusetts,Essex,Bald eagle,EA H5N1
06/10/2022,Massachusetts,Essex,Double-crested cormorant,EA H5N1
06/10/2022,Massachusetts,Essex,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Peregrine falcon,EA H5N1
06/10/2022,Massachusetts,Essex,Great black-backed gull,EA H5N1
06/10/2022,Massachusetts,Essex,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Red-tailed hawk,EA H5N1
06/10/2022,Massachusetts,Essex,Red-tailed hawk,EA H5N1
06/10/2022,Massachusetts,Suffolk,Peregrine falcon,EA H5N1
06/10/2022,Massachusetts,Essex,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Great black-backed gull,EA H5N1
06/10/2022,Maine,Hancock,Common tern,EA H5N1
06/10/2022,Maine,Hancock,Common tern,EA H5N1
06/10/2022,Maine,Hancock,Common tern,EA H5N1
06/10/2022,Maine,Hancock,Common tern,EA H5N1
06/10/2022,Massachusetts,Barnstable,Common eider,EA H5N1
06/10/2022,Massachusetts,Essex,Great black-backed gull,EA H5N1
06/10/2022,Colorado,Montezuma,Goose (unidentified),EA/AM H5N1
06/09/2022,Minnesota,Wright,Double-crested cormorant,EA/AM H5N1
06/09/2022,Minnesota,Wright,American white pelican,EA/AM H5N1
06/09/2022,Minnesota,Wright,Double-crested cormorant,EA/AM H5N1
06/09/2022,Utah,Weber,Hawk (unidentified),EA/AM H5N1
06/09/2022,Utah,Weber,Great horned owl,EA/AM H5N1
06/09/2022,Montana,Ravalli,Great horned owl,EA/AM H5N1
06/09/2022,Montana,Ravalli,Great horned owl,EA/AM H5N1
06/09/2022,Montana,Missoula,Red-tailed hawk,EA/AM H5N1
06/09/2022,Indiana,Allen,Red-tailed hawk,EA/AM H5N1
06/08/2022,Minnesota,Cass,American white pelican,EA/AM H5N1
06/08/2022,Minnesota,Cass,American white pelican,EA/AM H5N1
06/08/2022,Alaska,Matanuska-Susitna,Mallard,EA/AM H5N1
06/08/2022,Utah,Salt Lake,Goose (unidentified),EA/AM H5N1
06/08/2022,Utah,Salt Lake,Goose (unidentified),EA H5N1
06/08/2022,Utah,Salt Lake,Goose (unidentified),EA H5N1
06/08/2022,Utah,Salt Lake,Goose (unidentified),EA/AM H5N1
06/08/2022,Utah,Salt Lake,Hawk (unidentified),EA H5N1
06/08/2022,Utah,Salt Lake,Hawk (unidentified),EA H5N1
06/08/2022,Michigan,Muskegon,Double-crested cormorant,EA/AM H5N1
06/08/2022,Michigan,Midland,Bald eagle,EA/AM H5N1
06/08/2022,Michigan,Ottawa,Bald eagle,EA/AM H5N1
06/08/2022,Michigan,Saginaw,Bald eagle,EA/AM H5N1
06/08/2022,Michigan,Saginaw,Bald eagle,EA/AM H5N1
06/08/2022,Michigan,Wayne,Common loon,EA H5N1
06/08/2022,North Dakota,Benson,Hawk (unidentified),EA/AM H5N1
06/07/2022,Pennsylvania,Dauphin,Black vulture,EA/AM H5N1
06/07/2022,Pennsylvania,Dauphin,Black vulture,EA/AM H5N1
06/07/2022,Alaska,Matanuska-Susitna,Mallard,EA/AM H5N1
06/07/2022,New York,Jefferson,Bald eagle,EA H5N1
06/07/2022,Pennsylvania,Delaware,Black vulture,EA/AM H5N1
06/07/2022,Washington,King,Bald eagle,EA/AM H5N1
06/06/2022,Minnesota,Cass,Ring-billed gull,EA/AM H5N1
06/06/2022,Minnesota,Cass,Double-crested cormorant,EA/AM H5N1
06/06/2022,Minnesota,Cass,Common tern,EA/AM H5N1
06/06/2022,Minnesota,Cass,Common tern,EA/AM H5N1
